row_index,disease_code,disease_name
829,901,Prostatodynia
830,902,Vertebral Osteomyelitis
831,903,Acute Hematogenous Osteomyelitis
832,904,Chronic Hematogenous Osteomyelitis
833,905,Pneumonia Streptococcal
834,906,Toxic Shock Syndrome
835,907,Pott Disease
836,908,Ritter Syndrome
837,909,Toxic Epidermal Necrolysis
838,910,Impetigo Bullous
839,911,Impetigo Non Bullous
840,912,Staphylococcal Brain Abscess
841,913,Pharyngitis Non Streptococcal
842,914,Pharyngitis Streptococcal
843,915,Scarlet Fever
844,916,Necrotizing Fasciitis
845,917,Pregnancy Associated Listeriosis
846,918,Neonatal Listeriosis
847,919,Tetanus
848,920,Listeriosis Central Nervous System Infection
849,921,Meningitis Meningococcal
850,922,Urethritis Gonococcal Untreated In Men
851,923,Gonococcal Infection Disseminated
852,924,Otitis Media Moraxella Catarrhalis
853,925,Otitis Media Streptococcus Pneumoniae
854,926,Otitis Media Haemophilus Influenzae
855,927,Tracheobronchitis Purulent Moraxella
856,928,Pneumonia Moraxella
857,929,Meningitis Hoemophilus Influenzae
858,930,Pneumonia Haemophilus Influenzae
859,931,Legionnaires Disease
860,932,Pertussis
861,933,Helicobacter Infections
862,934,Pneumonia Non Bacteremic Pseudomonas
863,935,Pneumonia Bacteremic Pseudomonas
864,936,Bacteremia Pseudomonas
865,937,Meningitis Pseudomonas
866,938,Eye Keratitis Pseudomonas
867,939,Endophtalmitis Pseudomonas
868,940,Sternoclavicular Pyarthrosis
869,941,Melioidosis Acute Pulmonary Infection
870,942,Melioidosis Acute Skin Infection
871,943,Glanders
872,944,Typhoid Fever
873,945,Campylobacter Enteric Disease
874,946,Vibrio Parahaemolyticus Diarrheal Infection
875,947,Vibrio Parahaemolyticus Dysentery
876,948,Vibrio Vulnificus Primary Sepsis
877,949,Vibrio Vulnificus Wound Infection
878,950,Tularemia Ulcero Glandular Adults
879,951,Tularemia Ulcero Glandular Infant
880,952,Tularemia Glandular
881,953,Tularemia Typhoidal
882,954,Tularemia Oculoglandular
883,955,Tularemia Oropharyngeal
884,956,Tularemia Pulmonary
885,957,Plague Bubonic
886,958,Plague Septicemic
887,959,Plague Primary Pneumonic
888,960,Plague Secondary Pneumonic
889,961,Yersinia Enteric Disease
890,962,Mesenteric Adenitis Terminal Ileitis
891,963,Yersinia Pharyngitis
892,964,Yersinia Induced Arthritis
893,965,Nocardiosis Cutaneous
894,966,Nocardiosis Disseminated
895,967,Pneumonia Klebsiella
896,968,Nocardiosis Pulmonary
897,969,Oral Cervicofacial Actinomycosis Disease
898,970,Thoracic Actinomycosis Disease
899,971,Abdominal Actinomycosis Disease
900,972,Pelvic Actinomycosis Disease
901,973,Pulmonary Tuberculosis Primary
902,974,Pulmonary Tuberculosis Post Primary
903,975,Pleural Tuberculosis
904,976,Tuberculosis Lymphadenitis
905,977,Pericardial Tuberculosis
906,978,Genitourinary Tuberculosis
907,979,Genital Tuberculosis In Woman
908,980,Genital Tuberculosis In Man
909,981,Gastro Intestinal Tuberculosis
910,982,Miliary Tuberculosis
911,983,Tuberculous Meningitis
912,984,Leprosy Tuberculoid
913,985,Leprosy Lepromatous
914,986,Leprosy Borderline
915,987,Erythema Nodosum Leprosum
916,988,Syphilis Primary In Man
917,989,Syphilis Primary In Woman
918,990,Syphilis Secondary
919,991,Syphilis Meningeal
920,992,Syphilis Meningo Vascular
921,993,Syphilis General Paresis
922,994,Syphilis Tabes Dorsalis
923,995,Syphilis Aortic Regurgitation
924,996,Syphilis Late Lesions Of The Eyes
925,997,Syphilis Gumma
926,998,Syphilis Congenital Early
927,999,Syphilis Congenital Late
928,1000,Lyme Disease Stage1
929,1001,Lyme Disease Stage2
930,1002,Lyme Disease Stage3
931,1003,Bannwarth Syndrome
932,1004,Rickettsialpox
933,1005,Urethritis Chlamydial
934,1006,Epididymitis Chlamydial
935,1007,Proctitis Chlamydial
936,1008,Proctitis Herpes Simplex Virus
937,1009,Urethral Syndrome In Woman
938,1010,Chlamydial Conjunctivitis Neonatal
939,1011,Cervicitis Mucopurulent Chlamydial
940,1012,Endometritis Syndrome
941,1013,Gonococcal Conjunctivitis Neonatal
942,1014,Lymphogranuloma Venereum
943,1015,Trachoma
944,1016,Psittacosis
945,1017,Pneumonia Chlamydia
946,1018,Encephalitis Herpes Simplex Virus
947,1019,Neonatal Infection Herpes Simplex Virus
948,1020,Smallpox
949,1021,Molluscum Contagiosum
950,1023,Parvovirus Arthropathy
951,1024,Transient Aplastic Crisis
952,1025,Bowen Disease
953,1026,Common Cold Rhinovirus Infection
954,1027,Common Cold Coronarovirus Infection
955,1028,Common Cold Respiratory Syncytial Virus
956,1029,Pneumonia Respiratory Syncytial Virus
957,1030,Pneumonia Para Influenza Virus
958,1031,Common Cold Para Influenza Virus
959,1032,Common Cold Adenovirus
960,1033,Pharyngoconjunctival Fever Adenovirus
961,1034,Tropical Spastic Paresis
962,1035,Influenza Virus Infection
963,1036,Pneumonia Primary Influenza
964,1037,Norwalk Enteritis
965,1038,Mumps
966,1039,Rabies
967,1040,Vesicular Stomatitis Virus Infection
968,1041,West Nile Virus Infection
969,1042,Central European Tick Borne Encephalitis
970,1043,Western Equine Encephalitis
971,1044,Venezuelan Equine Encephalitis
972,1045,Sindbis Virus Infection
973,1046,South American Hemorrhagic Fever
974,1047,Crimean Congo Hemorrhagic Fever
975,1048,Filoviridae Infection
976,1049,Oral Thrush
977,1050,Mucormycosis
978,1051,Tinea Capitis
979,1052,Tinea Corporis
980,1053,Tinea Cruris
981,1054,Tinea Pedis
982,1055,Tinea Versicolor
983,1056,Furasiosis
984,1057,Pityriasis Versicolor Infection
985,1058,Paracoccidiomycosis Infection
986,1059,Sporotrichosis Lymphangitic
987,1060,Sporotrichosis Plaque
988,1061,Amebic Colitis
989,1062,Amebiasis Intestinal Fulminant
990,1063,Amebic Liver Abscess
991,1064,Naegleria Infection
992,1065,Amebic Encephalitis Granulomatous
993,1066,Acanthamoeba Keratitis
994,1067,Malaria
995,1068,Malaria Falciparum Severe
996,1069,Tropical Splenomegaly
997,1070,Visceral Leishmaniasis
998,1071,Cutaneous Leishmaniasis
999,1072,Mucosal Leishmaniasis
1000,1073,Toxoplasmosis
1001,1074,Toxoplasmosis In Immunocompromised Host
1002,1075,Toxoplasmosis Ocular
1003,1076,Toxoplasmosis Congenital
1004,1077,Esophageal Varices
1005,1078,Failure To Thrive
1006,1079,Horner Syndrome
1007,1080,Id Reaction
1008,1081,Antidiuretic Hormone Excessive Secretion
1009,1082,Insect Bites And Stings
1010,1083,Insomnia
1011,1084,Insulinoma
1012,1085,Interstitial Cystitis
1013,1086,Intussusception Infant
1014,1087,Intussusception Adults
1015,1088,Anemia Iron Deficiency
1016,1089,Iron Toxicity Acute
1017,1090,Kaposi Sarcoma
1018,1091,Keloids
1019,1092,Keratosis Actinic
1020,1093,Labyrinthitis
1021,1094,Dry Eye
1022,1095,Lactose Intolerance
1023,1096,Laryngeal Cancer
1024,1097,Laryngitis
1025,1098,Laryngotracheobronchitis
1026,1099,Laxative Abuse
1027,1100,Lead Poisoning Mild
1028,1101,Lead Poisoning Severe
1029,1103,Leukoplakia Oral
1030,1104,Lichen Planus
1031,1105,Mechanical Low Back Pain
1032,1106,Lumbar Disk Disorder
1033,1107,Lung Primary Malignancy
1034,1108,Localized Lupus Erythematosus Discoid
1035,1109,Widespread Lupus Erythematosus Discoid
1036,1110,Macular Degeneration Age Related
1037,1111,Macular Degeneration Age Related Neovascular Exudative
1038,1112,Mastalgia
1039,1113,Metatarsalgia
1040,1114,Miliaria Rubra
1041,1115,Milk Alkali Syndrome
1042,1116,Motion Sickness
1043,1117,Narcolepsy
1044,1118,Neurodermatitis
1045,1119,Neurofibromatosis Type 2
1046,1120,Obesity
1047,1121,Obsessive Compulsive Disorder
1048,1122,Ocular Chemical Burns
1049,1123,Onychomycosis Dermatophytes
1050,1124,Onychomycosis Candida
1051,1125,Optic Atrophy Inherited
1052,1126,Optic Atrophy Acquired
1053,1127,Optic Neuritis
1054,1128,Oral Cavity Neoplasm
1055,1129,Osgood Schlatter Disease
1056,1131,Osteochondritis Dissecans
1057,1132,Osteomalacia Adults
1058,1133,Rickets
1059,1134,Osteonecrosis
1060,1135,Legg Calve Perthes
1061,1136,Osteoporosis
1062,1137,Otitis Externa
1063,1138,Otitis Media
1064,1139,Otitis Media Infant
1065,1140,Otitis Media With Effusion
1066,1141,Otosclerosis
1067,1142,Ovarian Cancer Epithelial
1068,1143,Ovarian Cancer Germ Cells
1069,1144,Ovarian Tumor Benign
1070,1145,Paget Disease Of The Breast
1071,1146,Pancreatic Cancer Exocrine
1072,1147,Paronychia
1073,1148,Erythema Infectiosum
1074,1149,Joint Disease Parvovirus B19 Infection
1075,1150,Transient Aplastic Crisis Parvovirus B19 Infection
1076,1151,Chronic Anemia Parvovirus B19 Infection
1077,1152,Patent Ductus Arteriosus
1078,1153,Patent Ductus Arteriosus With Pulmonary Hypertension
1079,1154,Pediculosis Capitis
1080,1155,Pediculosis Corporis
1081,1156,Phthirus Pubis
1082,1157,Pemphigoid Bullous
1083,1158,Pemphigus Vulgaris
1084,1159,Phimosis
1085,1160,Paraphimosis
1086,1161,Agoraphobia
1087,1162,Simple Phobia
1088,1163,Social Phobia
1089,1164,Phototoxic Photodermatitis
1090,1165,Photoallergic Photodermatitis
1091,1166,Polymorphous Light Eruption
1092,1167,Pinworm Infection
1093,1168,Pityriasis Alba
1094,1169,Pityriasis Rosea
1095,1170,Placenta Previa
1096,1171,Polymyalgia Rheumatica
1097,1172,Post Concussive Syndrome
1098,1173,Post Traumatic Stress Disorder
1099,1174,Premature Labor
1100,1175,Premenstrual Syndrome
1101,1176,Pressure Ulcer
1102,1177,Priapism
1103,1178,Prostatic Cancer
1104,1179,Prostatic Hyperplasia Benign
1105,1180,Pruritis Ani
1106,1181,Pruritis Vulvae
1107,1182,Pseudofolliculitis Barbae
1108,1183,Pseudogout
1109,1184,Pseudomembranous Colitis
1110,1185,Psoriasis Type I
1111,1187,Puerperal Infection
1112,1188,Pulmonary Edema
1113,1189,Pulmonic Valvular Stenosis
1114,1190,Pyloric Stenosis Infant
1115,1192,Rabies Paralytic
1116,1193,Radiation Sickness
1117,1194,Rectal Prolapse Infant
1118,1195,Rectal Prolapse Adult
1119,1196,Refractive Errors
1120,1197,Renal Calculi
1121,1198,Renal Cell Adenocarcinoma
1122,1199,Respiratory Syncytial Virus Infection
1123,1200,Respiratory Distress Syndrome Neonatal
1124,1201,Respiratory Distress Syndrome Adult
1125,1202,Renal Tubular Acidosis Type I
1126,1203,Renal Tubular Acidosis Type Ii
1127,1204,Renal Tubular Acidosis Type Iv
1128,1205,Retinal Detachment
1129,1206,Retinitis Pigmentosa
1130,1207,Retinopathy Of Prematurity Acute
1131,1208,Retinopathy Diabetes Type Ii
1132,1209,Retinopathy Diabetes Type I
1133,1210,Rhabdomyolysis
1134,1211,Rhinitis Allergic
1135,1212,Roseola
1136,1213,Salicylate Poisoning Acute
1137,1214,Salicylate Poisoning Chronic
1138,1215,Salivary Gland Calculi
1139,1216,Salivary Gland Tumor Benign
1140,1217,Salivary Gland Tumor Malignant
1141,1218,Scabies
1142,1219,Schizophrenia
1143,1220,Scleritis
1144,1221,Seizure Generalized
1145,1222,Seizure Generalized Absence
1146,1223,Simple Partial Seizure
1147,1224,Complex Partial Seizure
1148,1225,Seizure Febrile
1149,1226,Sepsis
1150,1227,Serum Sickness
1151,1228,Sexual Dysfunction In Woman
1152,1229,Shock Circulatory
1153,1230,Shock Cardiogenic
1154,1231,Sialadenitis
1155,1232,Sinusitis
1156,1233,Sinusitis Complicated
1157,1234,Snake Envenomations Crotalidae
1158,1235,Snake Envenomations Elapidae
1159,1236,Sporotrichosis Cutaneous
1160,1237,Sporotrichosis Disseminated
1161,1239,Status Epilepticus
1162,1240,Stevens Johnson
1163,1241,Stomatitis Allergic
1164,1242,Stroke
1165,1243,Sub Arachnoid Hemorrhage
1166,1244,Sub Clavian Steal Syndrome
1167,1245,Sub Phrenic Abscess
1168,1246,Substance Abuse
1169,1247,Syncope
1170,1248,Diffuse Synovitis Pigmented Villonodular
1171,1249,Facial Form Of Synovitis Pigmented Villonodular
1172,1250,Taenia Solium Infection
1173,1251,Hymenolepis Nana
1174,1252,Hymenolepis Diminuta
1175,1253,Dipylidium Caninum
1176,1255,Temporomandibular Joint Syndrome
1177,1256,Tendinitis
1178,1257,Testicular Malignancy Adult
1179,1258,Testicular Malignancy Infant
1180,1259,Testicular Torsion
1181,1260,Tetralogy Of Fallot
1182,1261,Thoracic Outlet Syndrome Neurologic Type
1183,1263,Thoracic Outlet Syndrome Venous Type
1184,1264,Thoracic Outlet Syndrome Arterial Type
1185,1265,Thrombophlebitis Sural
1186,1266,Thyroglossal Duct Cyst
1187,1267,Thyroid Malignant Neoplasia
1188,1268,Follicular Carcinoma Of The Thyroid
1189,1269,Medullary Carcinoma Of The Thyroid
1190,1270,Anaplastic Carcinoma Of The Thyroid
1191,1271,Torticollis
1192,1272,Tracheitis Bacterial
1193,1273,Transfusion Reaction Hemolytic
1194,1274,Transient Ischemic Attack
1195,1275,Trichinosis
1196,1276,Genital Trichomoniasis In Woman
1197,1277,Genital Trichomoniasis In Man
1198,1279,Turner Syndrome
1199,1280,Endemic Murine Typhus
1200,1281,Scrub Typhus
1201,1282,Urinary Incontinence
1202,1283,Urticaria Acute
1203,1284,Urticaria Chronic
1204,1285,Uterine Corpus Endometrial Cancer
1205,1286,Uterine Corpus Sarcoma
1206,1287,Uterine Myoma
1207,1288,Uterine Prolapse
1208,1289,Uveitis Anterior
1209,1290,Uveitis Posterior
1210,1291,Vaginal Adenosis
1211,1292,Vaginal Carcinoma
1212,1293,Vaginal Sarcoma
1213,1294,Vaginismus
1214,1295,Varicose Veins
1215,1296,Ventricular Septal Defect Congenital
1216,1297,Ventricular Septal Defect Acquired
1217,1298,Vitiligo
1218,1299,Vulvar Carcinoma In Situ
1219,1300,Vulvar Malignancy Invasive
1220,1301,Vulvovaginitis Bacterial
1221,1302,Vulvovaginitis Estrogen Deficient
1222,1303,Vulvovaginitis Prepubescent
1223,1304,Warts Verruca Vulgaris
1224,1305,Warts Verruca Plantaris
1225,1306,Verruca Plana
1226,1307,Epidermodysplasia Verruciformis
1227,1308,Wiscott Aldrich Syndrome Chilhood
1228,1309,Wiscott Aldrich Syndrome
1229,1310,Zinc Deficiency
1230,1311,Aagenaes
1231,1312,Aarskog Scott
1232,1313,Aase Smith
1233,1314,Abdominal Angina
1234,1315,Abdominal Apoplexiy
1235,1316,Abdominal Cocoon
1236,1317,Abeshouse Triad
1237,1318,Ablepharon Macrostomia
1238,1319,Abrikossoff Myoblastoma
1239,1320,Acanthosis Nigricans Malignant
1240,1321,Accomodative Effort
1241,1322,Achard Thiers
1242,1323,Achenbach
1243,1324,Achondroplasia
1244,1325,Achoo Syndrome
1245,1326,Achromatopsia Type I
1246,1327,Achromatopsia Type Ii
1247,1328,Achromatopsia Type Iii
1248,1329,Achromatopsia Type Iv
1249,1330,Achromic Nevi
1250,1331,Perinatal Hypophosphatasia
1251,1332,Infantile Hypophosphatasia
1252,1333,Childhood Hypophosphatasia
1253,1334,Adult Hypophosphatasia
1254,1335,Ackerman Syndrome
1255,1336,Acral Fibrokeratoma
1256,1337,Acrocallosal Syndrome
1257,1338,Acrocephalosyndactyly Ii
1258,1339,Acrodermatitis Persistent
1259,1340,Acrodysostosis
1260,1341,Acrokeratoelastoidosis
1261,1342,Acro Osteolysis
1262,1343,Acroparesthesia
1263,1344,Acropectorovertebral
1264,1345,Acrophobia
1265,1346,Actinic Keratopathy
1266,1348,Adams Victor Mancall
1267,1349,Adenosine Phosphoribosyl Transferase Deficiency Type I
1268,1350,Adenosine Phosphoribosyl Transferase Deficiency Type Ii
1269,1351,Adie Critchley
1270,1352,Adrenal Hemorrhage Neonatal
1271,1353,Advanced Sleep Phase
1272,1354,Adynamic Bone Disease
1273,1356,Afferent Limb Acute
1274,1357,Afzelius
1275,1358,Agammaglobulinemia Congenital
1276,1359,Agammaglobulinemia Acquired
1277,1360,Aglossia Adactylia
1278,1361,Aicardi
1279,1362,Aicardi Goutieres
1280,1363,Aids Embryopathy
1281,1364,Ainhum
1282,1365,Akinetic
1283,1366,Akinetic Mutism
1284,1367,Alacrima Congenital
1285,1368,Alactasia  Infant
1286,1369,Albatross
1287,1370,Albers Schonberg I Adult Benign
1288,1371,Albers Schonberg I Malignant
1289,1372,Albert
1290,1373,Albinism Ocular Autosomal Recessive
1291,1376,Albinism Ocular Temperature Sensitive
1292,1377,Albinism Ocular Ty Neg
1293,1378,Albinism Ocular Ty Pos
1294,1379,Albinism Ocular Yellow Mutant
1295,1380,Albinoidism Dominant
1296,1381,Alcoholic Cardiomegaly Emphysema
1297,1382,Alcoholic Ketoacidosis
1298,1383,Alcoholic Neuropathy
1299,1384,Alcoholic Paranoia
1300,1385,Alcoholic Reversible Acute Muscular
1301,1386,Alcohol Withdrawal
1302,1387,Aldosterone Synthetase Deficiency
1303,1388,Alexander
1304,1389,Alexander Ws
1305,1390,Alibert Bazin
1306,1391,Alibert I
1307,1392,Alibert Ii
1308,1393,Alibert Iii
1309,1394,Alice In Wonderland
1310,1395,Aliquorrhea
1311,1396,Allan Herndon Dudley
1312,1397,Allemann
1313,1398,Allen Hines
1314,1399,Allen Masters
1315,1400,Allergic Alveolitis Extrinsic
1316,1401,Allergic Cystitis
1317,1402,Allergic Gastroenteritis
1318,1403,Allergic Rhinitis
1319,1404,Allergic Seminal
1320,1405,Alpers
1321,1406,Alpers Huttenlocher
1322,1407,Alpha 2 Antiplasmin Deficiency
1323,1408,Alport
1324,1409,Alstroem
1325,1410,Altamira
1326,1411,Alveolar Capillary Block
1327,1412,Amenorrhea Galactorrhea Hypothyroidism
1328,1413,Amnesia Global Transient
1329,1414,Amniotic Band
1330,1415,Amniotic Fluid
1331,1416,Amyloidosis Atrial Standstill Familial
1332,1417,Amyloidosis Iii
1333,1418,Amyloidosis Vii
1334,1419,Amyloidosis Ix
1335,1420,Analbuminemia
1336,1421,Ancell
1337,1422,Andermann
1338,1423,Anderson Cm
1339,1424,Anderson  Lg
1340,1425,Andogsky
1341,1426,Andrade
1342,1427,Anetoderma Primary
1343,1428,Angelman
1344,1429,Angelucci
1345,1430,Angiectasis Pregnancy
1346,1431,Angioimmunoblastic Lymphadenopathy
1347,1432,Angioma Multiple Progressive
1348,1433,Angioma Neurocutaneous Hereditary
1349,1434,Angioneurotic Edema Hereditary
1350,1435,Angiotropic Large Cell Lymphoma
1351,1436,Anhidrosis
1352,1437,Aniridia
1353,1438,Ankylosed Teeth Clinodactyly
1354,1439,Anorectal
1355,1440,Anoxic Overwear
1356,1441,Pectoralis Major Syndrome
1357,1442,Inframammary Syndrome
1358,1443,Tietze Sydrome
1359,1444,Antley Blixer
1360,1445,Anton
1361,1446,Anton Vogt
1362,1447,Anus Imperforate
1363,1448,Anxiety Tension
1364,1449,Aortic Arch Hypoplasia
1365,1450,Aortic Atresia
1366,1451,Aortic Left Ventricular Tunnel
1367,1452,Aorticopulmonary Window
1368,1453,Aortocaval Fistula
1369,1454,Apert
1370,1455,Aplasia Cutis Congenita
1371,1456,Apoplexia Uteri
1372,1457,Apple Peel
1373,1458,Apractognosia
1374,1459,Ards Adult Respiratory Distress
1375,1460,Aredyld
1376,1461,Arginase Deficiency
1377,1462,Argininosuccinase Lyase Deficiency Neonatal
1378,1463,Argininosuccinase Lyase Deficiency Infant
1379,1464,Arias
1380,1465,Arlt
1381,1466,Armendares
1382,1467,Arnold Chiari Type I
1383,1468,Arnold Chiari Type Ii
1384,1469,Arnold Nerve Cough
1385,1470,Arteriovenous Fistula Of Coronary Artery
1386,1471,Arthrogryposis
1387,1472,Arthrogryposis Distal Type Ii
1388,1473,Arthrogryposis Distal Type Ii With Craniofacial Abnormalities
1389,1474,Asa Triad
1390,1475,Ascher
1391,1476,Asherman
1392,1477,Asherson
1393,1478,Aspartylglycosaminuria Infant
1394,1479,Aspartylglycosaminuria Adult
1395,1480,Asperger
1396,1481,Astrom Mancall Richardson
1397,1482,Astronaut Bone Demineralization
1398,1483,Atelosteogenesis
1399,1484,Athyrotic Hypothyroidism
1400,1485,Atkin
1401,1486,Atlantoaxial Spine Dislocation
1402,1487,Atlas
1403,1488,Atrial Septal Defect Atrioventricular Conduction Prolonged
1404,1489,Atrophy Deafness Neurogenic Amyothrophy
1405,1490,Austin
1406,1491,Autoimmuno Hemolytic Anemias Warm Antibody Type
1407,1492,Autoimmuno Hemolytic Anemias Cold Agglutination Syndrome
1408,1493,Autoscopic
1409,1494,Avellis
1410,1495,Axenfeld
1411,1496,Axenfeld Schurenberg
1412,1497,Ayerza
1413,1498,Baboon
1414,1499,Baelz
1415,1500,Bagasse Worker
1416,1501,Bailey Cushing
1417,1502,Baker Cysts
1418,1503,Balint
1419,1504,Balcan Nephritis
1420,1505,Ballard
1421,1506,Baller Gerold
1422,1507,Balser Fitz
1423,1508,Bamatter
1424,1509,Banker Victor Adams
1425,1510,Bannayan Riley Smith
1426,1511,Bantler
1427,1512,Banti
1428,1513,Barany
1429,1514,Barber Hw
1430,1515,Bardet Biedl
1431,1516,Bare Lymphocyte
1432,1517,Barlow
1433,1518,Barnard Scholz
1434,1519,Barraquer Simons
1435,1520,Barre Lieou
1436,1521,Barrett
1437,1522,Barrow
1438,1523,Bart
1439,1524,Bartter Classic
1440,1525,Basilar Artery Migraine
1441,1526,Bass
1442,1527,Bassen Kornzweig
1443,1528,Bateman
1444,1529,Batten Turner
1445,1530,Battered Child
1446,1531,Bayford Autenrieth
1447,1532,Bazelon
1448,1533,Bazex Griffith
1449,1534,Bazin
1450,1535,Bazzana
1451,1536,Beals I
1452,1537,Beals Hecht
1453,1538,Bean
1454,1539,Beard
1455,1540,Beare Stevenson Cutis Gyratum
1456,1541,Becker Reuter
1457,1542,Bearn Kunkel Slater
1458,1543,Becker Sw Ii
1459,1544,Beck Ibrahim
1460,1545,Beer And Cobalt
1461,1546,Behr I
1462,1547,Behr Ii
1463,1548,Bencze
1464,1549,Benedikt
1465,1550,Berdon
1466,1551,Berendes Bridge Good
1467,1552,Berger Goldberg Adult
1468,1553,Berger Goldberg Neonate
1469,1554,Berger Hinglais
1470,1555,Bergstrand
1471,1556,Berk Tabatznik
1472,1557,Berlin  Ci
1473,1558,Berlin I  R
1474,1559,Berlin Ii  R
1475,1560,Berloque
1476,1561,Bernard
1477,1562,Bernhardt Roth
1478,1563,Bernheim
1479,1564,Besnier Prurigo
1480,1565,Beta Blocker Embryopathy Neonate
1481,1566,Beta Ketothiolase Deficiency
1482,1567,Beta Methylcrotonyl Coa Carboxylase Deficiency
1483,1568,Bethlem Myopathy
1484,1569,Bettley
1485,1570,Beukes Type Hip Dysplasia
1486,1571,Bezold
1487,1572,Bhattacharyya Connor
1488,1573,Biber Haab Dimmer
1489,1574,Bicarbonate Deficit
1490,1575,Bicipital Tenosynovitis
1491,1576,Bickel Fanconi
1492,1577,Bickers Adams
1493,1578,Bielschowsky Luts Cogan
1494,1579,Biemond I
1495,1580,Biemond Ii
1496,1581,Biemond Iii
1497,1582,Bietti I
1498,1583,Bilginturan
1499,1584,Billroth
1500,1585,Binder
1501,1586,Bing Neel
1502,1587,Binswanger
1503,1588,Biotinidase Deficiency
1504,1589,Bird Headed Dwarfism Montreal Type
1505,1590,Birsch Hirschfield
1506,1591,Birt Hogg Dube
1507,1592,Biventricular Transposed Aorta And Left Ventricular Stenotic Pulmonary Artery
1508,1593,Bixler
1509,1594,Bjorkman Dacie
1510,1595,Bjornstad Crandall
1511,1596,Bk Mole
1512,1597,Black Widow Spider Bite
1513,1598,Bladder Neck
1514,1599,Blast
1515,1600,Blencke
1516,1601,Blepharonasofacial
1517,1602,Blepharophimosis Ptosis Epicanthus Inversus Lacrimal Stenosis
1518,1603,Blessig Iwanoff
1519,1604,Blind Pouch
1520,1605,Bloch Sulzberger
1521,1606,Bloodgood
1522,1607,Bloom I
1523,1608,Bloom Ii
1524,1609,Blount Barber Infant
1525,1610,Blount Barber Adolescent
1526,1611,Blue Color Blindness
1527,1612,Blue Diaper
1528,1613,Bobble Head Doll
1529,1614,Bochdalek
1530,1615,Body Of Luys
1531,1616,Boerjeson Forssman Lehmann
1532,1617,Bonnet C
1533,1618,Bornholm
1534,1619,Bouveret
1535,1620,Bowen Dal
1536,1621,Bowler Thumb
1537,1622,Bradbury Eggleston
1538,1623,Bradley
1539,1624,Brain Bone Fat
1540,1625,Brain W R
1541,1626,Brain Tumor Neuroasthenia
1542,1627,Brandt
1543,1628,Brazilian Purpuric Fever
1544,1629,Breast Feeding Hyperbilirubinemia
1545,1630,Bremer
1546,1631,Brennemann
1547,1632,Brenner
1548,1633,Briesky
1549,1634,Bright
1550,1635,Bristowe
1551,1636,Broadbent
1552,1637,Broca Aphasia
1553,1638,Brock
1554,1639,Brodie I
1555,1640,Brodie Ii
1556,1641,Bronchiolitis Obliterans Diffuse
1557,1642,Bronchiolitis Obliterans Interstitial Lung Disease
1558,1643,Bronchocentric Granulomatosis
1559,1644,Bronze Baby
1560,1645,Brown
1561,1646,Brown Bowel
1562,1647,Brown Oculocutaneous Albinism
1563,1648,Brown Recluse Spider Bite
1564,1649,Brown Sequard
1565,1650,Brown Vialetto Van Laere
1566,1651,Bruck De Lange
1567,1652,Brueghel
1568,1653,Brunauer
1569,1654,Bruns
1570,1655,Brusa Torricelli
1571,1656,Bruton
1572,1657,Bruyn Went
1573,1658,Buccolingual Masticatory
1574,1659,Buchanan
1575,1660,Buckey
1576,1661,Bulldog
1577,1662,Bull Eye Retinopathy
1578,1663,Bureau Barriere
1579,1664,Burke R M
1580,1665,Burnett
1581,1666,Burning Tongue
1582,1667,Chronic Stress Syndrome
1583,1668,Burton
1584,1669,Bury
1585,1670,Buschke Fisher Brauer
1586,1671,Buschke Ollendorff
1587,1672,Busquet
1588,1673,Bussiere Escobar
1589,1674,Byar Jurkiewicz
1590,1675,Byers
1591,1676,Byler
1592,1677,Bywaters
1593,1678,Bywaters Lesions
1594,1679,C Trigonocephaly
1595,1680,Cacchi Ricci
1596,1681,Cadasil
1597,1682,Caffey Silverman
1598,1683,Cairns
1599,1684,Calcareous Tendonitis
1600,1685,Calcinosis Universalis
1601,1686,Calvarial Hyperostosis
1602,1687,Camera
1603,1688,Campailla Martinelli
1604,1689,Camptodactyly Cleft Palate Club Foot
1605,1690,Camptodactyly Ichthiosis
1606,1691,Camptomelic Dysplasia I
1607,1692,Camurati Engelmann
1608,1693,Canavan
1609,1694,Cannon De La Paz
1610,1695,Cannon A B
1611,1696,Cantrell Pentalogy
1612,1697,Cantu I
1613,1698,Cantu Ii
1614,1699,Capdepont
1615,1700,Capgras
1616,1701,Caplan Colinet
1617,1702,Capsular Thrombosis
1618,1703,Capute Rimoin Konigsmark
1619,1704,Carbamyl Phosphate
1620,1705,Carbohydrate Deficient Glycoprotein
1621,1706,Cardiopulmonary Mental Retardation Autophagic Vacuolar Myopathy
1622,1707,Carini   Alligator Baby
1623,1708,Carl Smith Acute Infectious Lymphocytosis
1624,1709,Carmi
1625,1710,Carney Ii
1626,1711,Carnosinase Deficiency
1627,1712,Caroli
1628,1713,Carotid Artery Aneurysm
1629,1714,Carotid Artery Cavernous Sinus Fistula
1630,1715,Carotid Body Tumor
1631,1716,Carotid System Ischemia
1632,1717,Carpenter
1633,1718,Carr Barr Plunkett
1634,1719,Carson Neill
1635,1720,Carter Sukavajana
1636,1721,Cartilage Hair Hypoplasia
1637,1724,Cataplexy
1638,1725,Catatonic Schizophrenia
1639,1726,Cat Cry
1640,1727,Cat Eye
1641,1728,Cat Scratch
1642,1729,Cauchois Eppinger Frugoni
1643,1730,Causalgia
